Symbol,Pattern,Detected,In_Formation,Score,Confidence,Breakout_Level,Stop_Loss,Target_1,Risk_Reward,Gap_To_Break_%,Pole_Return_%,Pole_Bars,Consol_Bars,Vol_Pole_Surge,Vol_Consol_Avg_OK,Vol_Trend_Decline,Vol_All_3_OK,Breakout_Vol_Watch,Weekly_Confirmed,Notes,Narrative
EXIDEIND.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,399.45,380.35,444.85,2.38,2.48,0.0,0,16,True,False,True,False,4556200,False,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 16d (Murphy ideal) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 22-May-2026 to 15-Jun-2026 (17 sessions): pattern formed with swing highs at 04-Jun-2026, 15-Jun-2026 and swing lows at 22-May-2026, 11-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (22-May-2026–15-Jun-2026): average volume was 4,266,276 shares/day — 119% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -353,856 shares/day). On the chart the volume bars should visibly shrink from left to right across the 22-May-2026–15-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 15-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹399.5. Price needs to close above this level on volume above 4,556,200 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹399.5. Stop-loss: ₹380.4 (below pattern low). Target: ₹444.9 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 4,556,200 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly volume is NOT contracting (1.18× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹399.5 on volume above 4,556,200 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 06-Jul-2026 (6 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~30 bars from triangle start — 3/4 mark = 23 bars. Pattern has used 17 bars, 6 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 06-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
BEML.NS,Ascending Triangle,True,True,58.0,MEDIUM,1811.7,1742.2,1943.4,1.89,3.6,0.0,0,29,True,True,False,False,370933,True,Flat resistance (±1.2%) ✓ | 7 touches of resistance ✓ | Volume contracting ✓,"[1. PRIOR TREND] This is a Ascending Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 18-May-2026 to 25-Jun-2026 (29 sessions): flat resistance around ₹1884.0 tested multiple times at 04-Jun-2026, 10-Jun-2026, 18-Jun-2026. Swing lows at 18-may-2026, 01-jun-2026, 19-jun-2026 — price bouncing at higher levels each time. On the chart draw a horizontal line at ₹1811.7 — this is the resistance buyers keep hitting. The lows should form a rising line. Buyers are accumulating.  //  [3. VOLUME CHECK] During the consolidation (18-May-2026–25-Jun-2026): average volume was 228,512 shares/day — 56% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -401 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1811.7. Price needs to close above this level on volume above 370,933 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1811.7. Stop-loss: ₹1742.2 (below pattern low). Target: ₹1943.4 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 370,933 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.151%/week) and weekly volume is contracting (0.71× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1811.7 on volume above 370,933 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 14-Aug-2026 (35 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~85 bars from triangle start — 3/4 mark = 64 bars. Pattern has used 29 bars, 35 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 14-Aug-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
ABDL.NS,Pennant,True,True,55.0,MEDIUM,652.6,608.85,736.0,1.91,4.87,13.5,15,8,False,False,True,False,596246,True,Strong pole +13.5% ✓ | Converging trendlines ✓ | Vol declining in pennant ✓,"[1. POLE] From 22-May-2026 to 11-Jun-2026 (15 sessions): price moved from ₹536.3 to ₹608.5 (+13.5%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (0.9x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. PENNANT] From 12-Jun-2026 to 24-Jun-2026 (9 sessions): price compressed between ₹608.8 and ₹652.6. On the chart look for a small triangle shape — the highs should be falling and the lows rising, converging toward a point (apex). This should look smaller and tighter than the pole.  //  [3. VOLUME CHECK] During the consolidation (12-Jun-2026–24-Jun-2026): average volume was 470,095 shares/day — 158% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -136,747 shares/day). On the chart the volume bars should visibly shrink from left to right across the 12-Jun-2026–24-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 24-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹652.6. Price needs to close above this level on volume above 596,246 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹652.6. Stop-loss: ₹608.8 (below pattern low). Target: ₹736.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 596,246 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +1.536%/week) and weekly volume is contracting (0.56× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹652.6 on volume above 596,246 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 30-Jun-2026 (2 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (15 bars × 2/3 = 10 max consolidation bars). Pattern has used 8 of 10 allowed bars — 2 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 30-Jun-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
TRAVELFOOD.NS,Pennant,True,True,55.0,MEDIUM,1384.0,1304.4,1581.8,2.48,3.74,11.3,7,5,False,True,True,False,131370,True,Pole +11.3% | Sharp pole (7d) ✓ | Converging trendlines ✓ | Vol declining in pennant ✓,"[1. POLE] From 09-Jun-2026 to 17-Jun-2026 (7 sessions): price moved from ₹1184.2 to ₹1317.5 (+11.3%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.5x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. PENNANT] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price compressed between ₹1304.4 and ₹1384.0. On the chart look for a small triangle shape — the highs should be falling and the lows rising, converging toward a point (apex). This should look smaller and tighter than the pole.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 36,752 shares/day — 26% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -2,593 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1384.0. Price needs to close above this level on volume above 131,370 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1384.0. Stop-loss: ₹1304.4 (below pattern low). Target: ₹1581.8 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 131,370 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.708%/week) and weekly volume is contracting (0.42× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1384.0 on volume above 131,370 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 0 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (7 bars × 2/3 = 5 max consolidation bars). Pattern has used 5 of 5 allowed bars — 0 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹1384.0 on volume above 131,370 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
CGCL.NS,Bull Flag,True,True,55.0,MEDIUM,225.99,214.35,261.29,3.03,3.93,14.7,15,5,False,False,False,False,5473994,False,Pole +14.7% | Downward-sloping channel ✓ | Parallel channel ✓,"[1. POLE] From 27-May-2026 to 16-Jun-2026 (15 sessions): price moved from ₹189.9 to ₹217.9 (+14.7%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (0.9x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 17-Jun-2026 to 24-Jun-2026 (6 sessions): price consolidated between ₹214.4 and ₹226.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 12.6% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (17-Jun-2026–24-Jun-2026): average volume was 4,322,743 shares/day — 141% of the pole's average (⚠ not contracted enough).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: +838,533 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 24-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹226.0. Price needs to close above this level on volume above 5,473,994 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹226.0. Stop-loss: ₹214.4 (below pattern low). Target: ₹261.3 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 5,473,994 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly volume is NOT contracting (1.26× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹226.0 on volume above 5,473,994 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 03-Jul-2026 (5 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (15 bars × 2/3 = 10 max consolidation bars). Pattern has used 5 of 10 allowed bars — 5 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 03-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
CANBK.NS,Ascending Triangle,True,True,55.0,MEDIUM,136.7,128.01,149.72,1.5,6.01,0.0,0,27,True,False,False,False,48676495,False,Near-flat resistance (±2.0%) | Rising swing lows ✓ | 5 touches of resistance ✓,"[1. PRIOR TREND] This is a Ascending Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 20-May-2026 to 25-Jun-2026 (27 sessions): flat resistance around ₹138.3 tested multiple times at 26-May-2026, 10-Jun-2026, 18-Jun-2026. Swing lows at 20-may-2026, 02-jun-2026, 12-jun-2026 — price bouncing at higher levels each time. On the chart draw a horizontal line at ₹136.7 — this is the resistance buyers keep hitting. The lows should form a rising line. Buyers are accumulating.  //  [3. VOLUME CHECK] During the consolidation (20-May-2026–25-Jun-2026): average volume was 29,071,941 shares/day — 128% of the pole's average (⚠ not contracted enough).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: +60,478 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹136.7. Price needs to close above this level on volume above 48,676,495 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹136.7. Stop-loss: ₹128.0 (below pattern low). Target: ₹149.7 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 48,676,495 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.396%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹136.7 on volume above 48,676,495 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 31-Aug-2027 (307 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~445 bars from triangle start — 3/4 mark = 334 bars. Pattern has used 27 bars, 307 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 31-Aug-2027, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
FIVESTAR.NS,Bull Flag,True,True,55.0,MEDIUM,527.85,488.2,606.05,1.97,6.21,9.1,14,5,True,False,True,False,2926545,True,Pole +9.1% | Downward-sloping channel ✓ | Pole vol surge 2.69x ✓ | Vol declining in flag ✓,"[1. POLE] From 29-May-2026 to 17-Jun-2026 (14 sessions): price moved from ₹445.1 to ₹485.5 (+9.1%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 1,960,550 shares/day — 2.7x higher than the 20 sessions before it. You should see clearly taller volume bars during 29-May-2026–17-Jun-2026.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹488.2 and ₹527.8. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 1,928,816 shares/day — 98% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -932,710 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹527.8. Price needs to close above this level on volume above 2,926,545 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹527.8. Stop-loss: ₹488.2 (below pattern low). Target: ₹606.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 2,926,545 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.673%/week) and weekly volume is contracting (0.61× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹527.8 on volume above 2,926,545 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 03-Jul-2026 (5 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (14 bars × 2/3 = 10 max consolidation bars). Pattern has used 5 of 10 allowed bars — 5 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 03-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
NLCINDIA.NS,Symmetrical Triangle,True,True,55.0,MEDIUM,329.1,307.85,368.18,1.84,2.81,0.0,0,16,True,False,False,False,12674836,True,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 16d (Murphy ideal) ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 29-May-2026 to 22-Jun-2026 (17 sessions): pattern formed with swing highs at 29-May-2026, 22-Jun-2026 and swing lows at 11-Jun-2026, 17-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (29-May-2026–22-Jun-2026): average volume was 9,394,429 shares/day — 107% of the pole's average (⚠ not contracted enough).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: +54,519 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 22-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹329.1. Price needs to close above this level on volume above 12,674,836 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹329.1. Stop-loss: ₹307.9 (below pattern low). Target: ₹368.2 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 12,674,836 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.598%/week) and weekly volume is contracting (0.42× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹329.1 on volume above 12,674,836 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 07-Jul-2026 (7 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~32 bars from triangle start — 3/4 mark = 24 bars. Pattern has used 17 bars, 7 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 07-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
BALRAMCHIN.NS,Bull Flag,True,True,50.0,MEDIUM,561.15,527.7,621.0,1.79,5.04,8.6,13,6,False,True,True,False,945917,True,Pole +8.6% | Downward-sloping channel ✓ | Parallel channel ✓ | Deep retracement 70.8% ✗ | Vol declining in flag ✓,"[1. POLE] From 29-May-2026 to 16-Jun-2026 (13 sessions): price moved from ₹514.8 to ₹559.0 (+8.6%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.2x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 17-Jun-2026 to 25-Jun-2026 (7 sessions): price consolidated between ₹527.7 and ₹561.2. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 70.8% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (17-Jun-2026–25-Jun-2026): average volume was 333,391 shares/day — 42% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -19,325 shares/day). On the chart the volume bars should visibly shrink from left to right across the 17-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹561.2. Price needs to close above this level on volume above 945,917 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹561.2. Stop-loss: ₹527.7 (below pattern low). Target: ₹621.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 945,917 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.657%/week) and weekly volume is contracting (0.43× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹561.2 on volume above 945,917 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 01-Jul-2026 (3 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (13 bars × 2/3 = 9 max consolidation bars). Pattern has used 6 of 9 allowed bars — 3 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 01-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
GRAVITA.NS,Bull Flag,True,True,50.0,MEDIUM,1784.6,1666.9,1987.6,1.72,6.8,8.1,8,5,False,False,True,False,247494,True,Pole +8.1% | Sharp pole (8d) ✓ | Downward-sloping channel ✓ | Vol declining in flag ✓,"[1. POLE] From 08-Jun-2026 to 17-Jun-2026 (8 sessions): price moved from ₹1544.5 to ₹1668.9 (+8.1%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (0.9x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹1666.9 and ₹1784.6. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 1.6% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 188,451 shares/day — 112% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -37,383 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1784.6. Price needs to close above this level on volume above 247,494 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1784.6. Stop-loss: ₹1666.9 (below pattern low). Target: ₹1987.6 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 247,494 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.310%/week) and weekly volume is contracting (0.69× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1784.6 on volume above 247,494 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (8 bars × 2/3 = 6 max consolidation bars). Pattern has used 5 of 6 allowed bars — 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹1784.6 on volume above 247,494 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
INTELLECT.NS,Symmetrical Triangle,True,True,50.0,MEDIUM,779.0,730.15,840.7,1.26,4.28,0.0,0,9,True,False,True,False,721957,False,Descending swing highs ✓ | Ascending swing lows ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 08-Jun-2026 to 19-Jun-2026 (10 sessions): pattern formed with swing highs at 10-Jun-2026, 16-Jun-2026 and swing lows at 08-Jun-2026, 19-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (08-Jun-2026–19-Jun-2026): average volume was 458,739 shares/day — 89% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -17,746 shares/day). On the chart the volume bars should visibly shrink from left to right across the 08-Jun-2026–19-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 19-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹779.0. Price needs to close above this level on volume above 721,957 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹779.0. Stop-loss: ₹730.2 (below pattern low). Target: ₹840.7 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 721,957 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.096%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹779.0 on volume above 721,957 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 30-Jun-2026 (2 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~16 bars from triangle start — 3/4 mark = 12 bars. Pattern has used 10 bars, 2 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 30-Jun-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
